epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,117,117,0.89410001039505,0.3696939051151275,6.883793354034424,1.6302950382232666,0.0,0
2,234,234,0.9323999881744384,0.2335519045591354,13.60943865776062,3.380068778991699,0.0,0
3,351,351,0.9501000046730042,0.1709065735340118,20.275818347930908,5.061984300613403,0.0,0
4,468,468,0.961899995803833,0.1281949281692505,26.92889189720153,6.695871114730835,0.0,0
5,585,585,0.967199981212616,0.1096612885594368,33.56725096702576,8.37357783317566,0.0,0
6,702,702,0.9721999764442444,0.092235043644905,40.24666380882263,10.031707286834717,0.0,0
7,820,820,0.9746000170707704,0.0827156752347946,47.04613184928894,11.741124868392944,0.0,0
8,937,937,0.9771000146865844,0.0755475163459777,53.72212648391724,13.409619569778442,0.0,0
9,1054,1054,0.9793999791145324,0.0671292394399643,60.40275096893311,15.071152925491331,0.0,0
10,1171,1171,0.9779000282287598,0.0674636140465736,67.13174819946289,16.76535677909851,0.0,0
11,1288,1288,0.9794999957084656,0.0622694715857505,73.83662962913513,18.447370052337646,0.0,0
12,1405,1405,0.9824000000953674,0.0561838634312152,80.53176498413086,20.0436589717865,0.0,0
13,1523,1523,0.9821000099182128,0.0564693063497543,87.27792692184448,21.80864310264588,0.0,0
14,1640,1640,0.9825999736785888,0.0520447343587875,93.95646023750304,23.44440531730652,0.0,0
15,1757,1757,0.9847999811172484,0.0509900748729705,100.6486554145813,25.067301511764526,0.0,0
16,1874,1874,0.9835000038146972,0.0508090741932392,107.34376049041748,26.760151624679565,0.0,0
17,1991,1991,0.9847000241279602,0.0495386607944965,114.03070998191832,28.46766328811645,0.0,0
18,2108,2108,0.9843999743461608,0.0472963787615299,120.70044279098512,30.156400442123413,0.0,0
19,2226,2226,0.9843000173568726,0.0480932146310806,127.41122055053712,31.86117124557495,0.0,0
20,2343,2343,0.9855999946594238,0.0440563708543777,134.10414052009585,33.561124324798584,0.0,0
21,2460,2460,0.9858999848365784,0.0428154617547988,140.77336168289185,35.20207214355469,0.0,0
22,2577,2577,0.9858999848365784,0.0454064682126045,147.3987627029419,36.828981161117554,0.0,0
23,2694,2694,0.9847000241279602,0.0457128584384918,154.07186627388,38.4484851360321,0.0,0
24,2811,2811,0.9861000180244446,0.0458628050982952,160.7024347782135,40.16413497924805,0.0,0
25,2928,2928,0.9854999780654908,0.0448397807776927,167.40328907966614,41.86118721961975,0.0,0
26,3046,3046,0.9868999719619752,0.0402246192097663,174.14699506759644,43.53040170669556,0.0,0
27,3163,3163,0.9861000180244446,0.0448419153690338,180.82956886291504,45.17454934120178,0.0,0
28,3280,3280,0.9860000014305116,0.0427235662937164,187.4825699329376,46.80550456047058,0.0,0
29,3397,3397,0.9866999983787536,0.0432994179427623,194.1718864440918,48.4625506401062,0.0,0
30,3514,3514,0.9865000247955322,0.0425037704408168,200.84196162223816,50.143221378326416,0.0,0
31,3631,3631,0.9865000247955322,0.0403696484863758,207.46474242210388,51.8104681968689,0.0,0
32,3749,3749,0.9868000149726868,0.0431147031486034,214.10525703430176,53.45873761177063,0.0,0
33,3866,3866,0.9882000088691713,0.0397153012454509,220.98150515556333,55.31815433502197,0.0,0
34,3983,3983,0.9860000014305116,0.0424980148673057,227.60261797904968,56.94509315490723,0.0,0
35,4100,4100,0.9868999719619752,0.0460209660232067,234.5068175792694,58.81360912322998,0.0,0
36,4217,4217,0.9851999878883362,0.04340261220932,241.1697211265564,60.41000986099243,0.0,0
37,4334,4334,0.9869999885559082,0.0420796237885952,247.8194892406464,62.03255844116211,0.0,0
38,4452,4452,0.9871000051498412,0.0439650081098079,254.54176259040835,63.68506026268005,0.0,0
39,4569,4569,0.9871000051498412,0.042666558176279,261.13462352752686,65.313241481781,0.0,0
40,4686,4686,0.9868999719619752,0.0452395416796207,267.77404594421387,66.86752700805664,0.0,0
41,4803,4803,0.9853000044822692,0.0495446883141994,274.3770515918732,68.50031113624573,0.0,0
42,4920,4920,0.9868999719619752,0.0427153296768665,281.0245583057404,70.13897585868835,0.0,0
43,5037,5037,0.9879999756813048,0.0417685285210609,287.6940641403198,71.7043809890747,0.0,0
