epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,14,5,0.7501000165939331,0.8297820091247559,25.42413854598999,15.272130966186523,6.840656995773315,295
2,28,8,0.9164000153541565,0.2888447642326355,31.19986081123352,19.5587899684906,7.395378112792969,295
3,43,11,0.9564999938011169,0.13843519985675812,37.187594413757324,23.957541704177856,7.982693195343018,295
4,57,13,0.967199981212616,0.09958208352327347,42.519495725631714,27.824178457260132,8.558840274810791,295
5,71,15,0.9764000177383423,0.07376135140657425,47.186991453170776,31.01397442817688,9.102833032608032,295
6,86,17,0.9807000160217285,0.06016088277101517,51.91577672958374,34.17825222015381,9.705886840820312,295
7,100,19,0.9833999872207642,0.049765583127737045,56.35270142555237,37.16641974449158,10.273136138916016,295
8,115,22,0.9868000149726868,0.04109235852956772,62.61882925033569,41.849069595336914,10.882388353347778,295
9,129,24,0.9869999885559082,0.03802007436752319,67.07652592658997,44.863890647888184,11.444170236587524,295
10,143,26,0.9891999959945679,0.03439706191420555,71.6628749370575,47.98151350021362,12.014292240142822,295
11,158,28,0.9900000095367432,0.03241659700870514,76.40740942955017,51.16765809059143,12.599025249481201,295
12,172,30,0.9901999831199646,0.029649721458554268,80.90424585342407,54.19912147521973,13.174638032913208,295
13,187,32,0.9907000064849854,0.0277467742562294,85.61647415161133,57.34892416000366,13.795143127441406,295
14,201,34,0.9909999966621399,0.027623867616057396,90.83752918243408,61.10562992095947,14.372042179107666,295
15,215,36,0.9922999739646912,0.02511461451649666,95.67233514785767,64.47196364402771,14.945456266403198,295
16,230,38,0.9922999739646912,0.024530678987503052,100.20837187767029,67.43983626365662,15.568526983261108,295
17,244,40,0.9922999739646912,0.02370429039001465,105.18464207649231,70.92467284202576,16.113280057907104,295
18,259,42,0.992900013923645,0.022211601957678795,109.94395351409912,74.1029691696167,16.718689441680908,295
19,273,44,0.9933000206947327,0.022168895229697227,114.41969108581543,77.106027841568,17.294589042663574,295
20,287,46,0.9929999709129333,0.022238872945308685,118.82863068580627,80.02882361412048,17.865962028503418,295
21,302,48,0.9932000041007996,0.021923575550317764,123.411203622818,83.04333090782166,18.49072766304016,295
22,316,50,0.9939000010490417,0.020682021975517273,128.4104769229889,86.58150124549866,19.06250309944153,295
23,331,52,0.9937000274658203,0.02162417583167553,133.00869989395142,89.60933756828308,19.674153089523315,295
24,345,54,0.9932000041007996,0.020963452756404877,137.56991124153137,92.70068693161011,20.233144760131836,295
25,359,56,0.993399977684021,0.02000446990132332,142.59613966941833,96.2616982460022,20.81262493133545,295
26,374,58,0.9940000176429749,0.01983570121228695,147.21985793113708,99.30656290054321,21.41465449333191,295
27,388,60,0.9940000176429749,0.019980324432253838,151.90319728851318,102.53841948509216,21.988250494003296,295
28,403,63,0.9936000108718872,0.02038068324327469,158.31544852256775,107.38303852081299,22.559945821762085,295
29,417,65,0.9943000078201294,0.01943948119878769,162.73234248161316,110.35699105262756,23.12932586669922,295
30,431,66,0.9939000010490417,0.019933857023715973,165.69645357131958,111.86749625205994,23.699325799942017,295
31,446,69,0.9937000274658203,0.01956348493695259,172.16830897331238,116.77668833732605,24.305004835128784,295
32,460,71,0.9934999942779541,0.01845305971801281,176.55336022377014,119.71085357666016,24.883527994155884,295
33,474,73,0.9940000176429749,0.020419912412762642,181.11446499824524,122.80698561668396,25.463048934936523,295
34,489,75,0.9939000010490417,0.019522592425346375,185.55754804611206,125.6992917060852,26.064623594284058,295
35,503,76,0.9937000274658203,0.019129306077957153,188.51132678985596,127.2229015827179,26.625476598739624,295
36,518,78,0.9939000010490417,0.0199752077460289,193.15251183509827,130.32849645614624,27.204719305038452,295
37,532,80,0.9944999814033508,0.020018313080072403,198.09143996238708,133.8253915309906,27.76459574699402,295
38,546,82,0.9937999844551086,0.01878207176923752,202.5864872932434,136.85983443260193,28.347195863723755,295
39,561,84,0.9944000244140625,0.019137322902679443,207.53545546531677,140.2645399570465,28.954827070236206,295
40,575,86,0.9943000078201294,0.01992051675915718,211.86708736419678,143.13121962547302,29.514057874679565,295
41,590,88,0.9939000010490417,0.01997900754213333,216.5658676624298,146.266446352005,30.110675811767578,295
42,604,90,0.9943000078201294,0.02015938237309456,221.39666843414307,149.62027215957642,30.68441939353943,295
43,618,91,0.9947999715805054,0.020473958924412727,224.50244307518005,151.26500463485718,31.257174968719482,295
44,633,93,0.9948999881744385,0.019696589559316635,229.18263864517212,154.367116689682,31.86605191230774,295
45,647,95,0.9945999979972839,0.0199132040143013,233.62790703773499,157.33283257484436,32.40576410293579,295
46,662,97,0.9941999912261963,0.02048104628920555,238.20208144187927,160.3363857269287,33.029664278030396,295
47,676,99,0.994700014591217,0.019050700590014458,242.80003237724304,163.45886206626892,33.604068756103516,295
48,690,101,0.9947999715805054,0.019026754423975945,247.80990481376648,167.00985860824585,34.1552734375,295
49,705,102,0.9950000047683716,0.019333479925990105,250.93944811820984,168.58442211151123,34.76651906967163,295
50,719,104,0.995199978351593,0.01928362064063549,255.34432697296143,171.5306785106659,35.330973386764526,295
