epoch,steps,syncs,accuracy,loss,time,exper_id
2,468,22,0.9549000263214112,0.1557956635951995,15.771087408065796,9
3,702,29,0.9672999978065492,0.1049041375517845,22.53451371192932,9
4,937,34,0.9678000211715698,0.0984037965536117,29.305370330810547,9
5,1171,40,0.9779000282287598,0.071167416870594,36.04864311218262,9
6,1405,45,0.9797000288963318,0.063849851489067,42.78247928619385,9
7,1639,49,0.98089998960495,0.0595432184636592,49.50509238243103,9
8,1874,55,0.9825999736785888,0.0566501840949058,56.22369170188904,9
9,2108,59,0.9811999797821044,0.055922333151102,62.946449995040894,9
10,2342,64,0.9843999743461608,0.0508875958621501,69.73033285140991,9
1,58,58,0.7491000294685364,0.8728662133216858,3.596883773803711,10
2,116,116,0.8792999982833862,0.4238974750041961,5.33261513710022,10
3,175,175,0.909500002861023,0.3112411499023437,7.096132755279541,10
4,233,233,0.9262999892234802,0.2497777789831161,8.842895030975342,10
5,291,291,0.9387999773025512,0.2033996284008026,10.586369276046751,10
6,350,350,0.9470000267028807,0.1731621325016021,12.34723138809204,10
7,408,408,0.9553999900817872,0.148115336894989,14.07693862915039,10
8,466,466,0.9609000086784364,0.1300393044948578,15.79505205154419,10
9,525,525,0.9656000137329102,0.117967203259468,17.55125117301941,10
10,583,583,0.967199981212616,0.1055666878819465,19.28364539146424,10
1,78,78,0.8416000008583069,0.5637773275375366,3.603851079940796,11
2,156,156,0.9059000015258788,0.3198931217193603,5.831167936325073,11
3,234,234,0.9300000071525574,0.2381015121936798,8.112605333328247,11
4,312,312,0.9444000124931335,0.1880765110254287,10.393778562545776,11
5,390,390,0.9545999765396118,0.1578432619571685,12.677668333053589,11
6,468,468,0.9610000252723694,0.1357369422912597,14.958373308181764,11
7,546,546,0.9639000296592712,0.1193569600582122,17.21237802505493,11
8,624,624,0.967199981212616,0.1061034947633743,19.470781803131104,11
9,703,703,0.9693999886512756,0.0980855002999305,21.746715545654297,11
10,781,781,0.971400022506714,0.0920678451657295,24.037142992019653,11
1,58,8,0.8919000029563904,0.3972988128662109,4.036950588226318,12
2,116,11,0.9054999947547911,0.3332127332687378,6.314417839050293,12
3,175,14,0.920199990272522,0.2687613070011139,8.14503812789917,12
4,233,17,0.9301999807357788,0.2332369685173034,9.935107231140137,12
5,291,20,0.9379000067710876,0.2003294378519058,11.747273445129396,12
6,350,22,0.944700002670288,0.1843776553869247,13.545910120010376,12
7,408,25,0.9563000202178956,0.1481217443943023,15.316032648086548,12
8,466,27,0.95169997215271,0.1568310111761093,17.09438943862915,12
9,525,29,0.9610000252723694,0.1335998773574829,18.874375581741333,12
10,583,31,0.9652000069618224,0.1160108149051666,20.635751962661743,12
1,78,9,0.8942999839782715,0.3657189309597015,4.573696136474609,13
2,156,13,0.9222000241279602,0.2706592977046966,7.405275583267212,13
3,234,16,0.9287999868392944,0.2380901575088501,9.681482315063477,13
4,312,19,0.9390000104904176,0.2019637078046798,11.99898386001587,13
5,390,22,0.9435999989509584,0.1739710867404937,14.230607986450195,13
6,468,24,0.9546999931335448,0.1531769633293151,16.516334056854248,13
7,546,27,0.9506000280380248,0.1489092111587524,18.83231735229492,13
8,624,30,0.959500014781952,0.130746454000473,21.149046182632446,13
9,703,32,0.960099995136261,0.1274506151676178,23.53053593635559,13
10,781,35,0.9667999744415284,0.1036119386553764,25.84848117828369,13
1,58,58,0.7620999813079834,0.8782961964607239,2.997474670410156,14
2,116,116,0.8863000273704529,0.3995056450366974,4.733628988265991,14
3,175,175,0.916800022125244,0.2887356579303741,6.495290040969849,14
4,233,233,0.9322999715805054,0.2313631325960159,8.259215831756592,14
5,291,291,0.9434000253677368,0.1915405094623565,9.999181509017944,14
6,350,350,0.9523000121116638,0.163204938173294,11.781869649887083,14
7,408,408,0.9585999846458436,0.1415149122476577,13.535577535629272,14
8,466,466,0.963599979877472,0.1269691586494445,15.265037298202516,14
9,525,525,0.9661999940872192,0.1153077036142349,17.024836540222168,14
10,583,583,0.9682999849319458,0.1062496453523635,18.746580362319943,14
1,78,78,0.840499997138977,0.5673110485076904,3.474637031555176,15
2,156,156,0.910700023174286,0.3104920983314514,5.742018461227417,15
3,234,234,0.9325000047683716,0.2303071469068527,8.028939723968506,15
4,312,312,0.9473999738693236,0.1790804415941238,10.33030915260315,15
5,390,390,0.9574000239372252,0.1465173214673996,12.629718542099,15
6,468,468,0.962499976158142,0.1262778043746948,14.887694358825684,15
7,546,546,0.9664000272750854,0.1124776154756546,17.158374071121216,15
8,624,624,0.9713000059127808,0.1000119969248771,19.44426727294922,15
9,703,703,0.9724000096321106,0.0923158302903175,21.763240814208984,15
10,781,781,0.9746000170707704,0.0868187248706817,24.03800058364868,15
1,58,8,0.8873999714851379,0.4068408906459808,3.5996272563934326,16
2,116,11,0.9045000076293944,0.3297722339630127,5.89697527885437,16
3,175,14,0.9182999730110168,0.2819463312625885,7.774283170700073,16
4,233,17,0.9308000206947328,0.2315720915794372,9.581344366073608,16
5,291,19,0.9319000244140624,0.2265974879264831,11.376850128173828,16
6,350,22,0.9462000131607056,0.1752813160419464,13.178168296813965,16
7,408,24,0.9485999941825868,0.1698899269104004,14.951112270355225,16
8,466,26,0.9510999917984008,0.1575575023889541,16.73720645904541,16
9,525,29,0.9591000080108644,0.1290566027164459,18.560890913009644,16
10,583,31,0.9607999920845032,0.12831911444664,20.346836805343628,16
1,78,8,0.8770999908447266,0.4252221584320068,4.2579216957092285,17
2,156,12,0.8984000086784363,0.327468067407608,7.045303583145142,17
3,234,16,0.92849999666214,0.2424852848052978,9.35426425933838,17
4,312,19,0.9419999718666076,0.1894958168268203,11.639386415481567,17
5,390,21,0.9466999769210817,0.1808536201715469,13.958709955215454,17
6,468,24,0.9538000226020812,0.1564849317073822,16.264981985092163,17
7,546,27,0.963599979877472,0.1214539706707,18.54020404815674,17
8,624,29,0.9646999835968018,0.11666801571846,20.79655814170837,17
9,703,31,0.9634000062942504,0.1200564429163932,23.13795804977417,17
10,781,34,0.9724000096321106,0.0919805690646171,25.483474493026733,17
1,58,58,0.7250999808311462,0.9334193468093872,2.9970407485961914,18
2,116,116,0.8805999755859375,0.4330353438854217,4.732186794281006,18
3,175,175,0.9126999974250792,0.307732492685318,6.521679401397705,18
4,233,233,0.9312999844551086,0.2397515177726745,8.301533222198486,18
5,291,291,0.9419000148773192,0.1993063539266586,10.060613632202148,18
6,350,350,0.9508000016212464,0.1685847342014312,11.889341354370115,18
7,408,408,0.9559999704360962,0.1484362334012985,13.627777814865112,18
8,466,466,0.9611999988555908,0.131278246641159,15.344451189041138,18
9,525,525,0.9659000039100648,0.1177066788077354,17.09995150566101,18
10,583,583,0.9661999940872192,0.1073280423879623,18.82756423950196,18
1,78,78,0.8496000170707703,0.5380102396011353,3.528543472290039,19
2,156,156,0.9096999764442444,0.3122312128543854,5.799391269683838,19
3,234,234,0.9311000108718872,0.2350002974271774,8.087255477905273,19
4,312,312,0.9451000094413756,0.1878065019845962,10.355055570602415,19
5,390,390,0.9549000263214112,0.1577861756086349,12.58647608757019,19
6,468,468,0.9588000178337096,0.1390539705753326,14.8610680103302,19
7,546,546,0.9646000266075134,0.1245568245649337,17.095091819763184,19
8,624,624,0.967199981212616,0.110890194773674,19.35920882225037,19
9,703,703,0.9696000218391418,0.1032546982169151,21.67227578163147,19
10,781,781,0.9722999930381776,0.0942693129181861,23.95648217201233,19
1,58,8,0.8852999806404114,0.4131465256214142,3.6229248046875,20
2,116,11,0.9025999903678894,0.331492930650711,5.906745433807373,20
3,175,14,0.920799970626831,0.2767805159091949,7.727257251739502,20
4,233,17,0.9312999844551086,0.2327499538660049,9.51083755493164,20
5,291,19,0.9325000047683716,0.2230581790208816,11.293441772460938,20
6,350,22,0.9484000205993652,0.1794798225164413,13.09663200378418,20
7,408,24,0.9463000297546388,0.1802720725536346,14.895138263702393,20
8,466,26,0.9532999992370604,0.1567760854959488,16.684574604034424,20
9,525,28,0.9484000205993652,0.1639955788850784,18.489522457122803,20
10,583,30,0.9560999870300292,0.1426245421171188,20.28378653526306,20
1,78,9,0.8931999802589417,0.3720543980598449,4.179250478744507,21
2,156,13,0.9179999828338624,0.2822826504707336,6.946895360946655,21
3,234,16,0.9307000041007996,0.2332502156496048,9.255098819732666,21
4,312,20,0.9470999836921692,0.1817254871129989,11.81688952445984,21
5,390,22,0.9455999732017516,0.1799839586019516,14.167755842208862,21
6,468,26,0.9603999853134156,0.1368449181318283,16.451974391937256,21
7,546,28,0.9556999802589417,0.1483625471591949,18.730526208877563,21
8,624,31,0.9635000228881836,0.1222058087587356,21.00674295425415,21
9,703,33,0.9646000266075134,0.1181777566671371,23.29246687889099,21
10,781,36,0.9670000076293944,0.1114478185772895,25.61019897460937,21
1,58,58,0.775600016117096,0.8086512088775635,2.9756102561950684,22
2,116,116,0.8865000009536743,0.4073801040649414,4.686753273010254,22
3,175,175,0.9168999791145324,0.2929567098617553,6.439983129501343,22
4,233,233,0.9333999752998352,0.2330002188682556,8.200005292892456,22
5,291,291,0.9430999755859376,0.1944342106580734,9.963022470474243,22
6,350,350,0.9505000114440918,0.1684278547763824,11.757372856140137,22
7,408,408,0.9573000073432922,0.147026926279068,13.485474586486816,22
8,466,466,0.962499976158142,0.129988893866539,15.239234685897827,22
9,525,525,0.9645000100135804,0.1164643466472625,17.0298273563385,22
10,583,583,0.9686999917030334,0.1079985201358795,18.75915026664734,22
1,78,78,0.8489999771118164,0.5545076131820679,3.514824390411377,23
2,156,156,0.9107999801635742,0.3115063309669494,5.80578351020813,23
3,234,234,0.932200014591217,0.2332131415605545,8.071467161178589,23
4,312,312,0.9448000192642212,0.1858639866113662,10.360971689224243,23
5,390,390,0.9553999900817872,0.1555314362049102,12.624943494796751,23
6,468,468,0.961300015449524,0.1330148130655288,14.890872240066528,23
7,546,546,0.9657999873161316,0.1167211458086967,17.149590015411377,23
8,624,624,0.9677000045776368,0.10488872975111,19.41661620140076,23
9,703,703,0.9702000021934508,0.0966366231441497,21.731945276260376,23
10,781,781,0.9740999937057496,0.0852762460708618,24.024338960647583,23
1,58,8,0.8881000280380249,0.4077775180339813,3.645528078079224,24
2,116,12,0.9142000079154968,0.3050815761089325,5.901859760284424,24
3,175,15,0.9261000156402588,0.2575165629386902,7.717174530029297,24
4,233,17,0.9275000095367432,0.2471957057714462,9.517971992492676,24
5,291,20,0.9376000165939332,0.2053103297948837,11.31609272956848,24
6,350,23,0.944700002670288,0.1890542805194854,13.148338317871094,24
7,408,25,0.9506999850273132,0.1694224178791046,14.915470361709597,24
8,466,27,0.9513000249862672,0.1596079766750335,16.69133734703064,24
9,525,30,0.9616000056266784,0.1296683847904205,18.5158429145813,24
10,583,32,0.9610000252723694,0.1265186667442321,20.317906379699707,24
1,78,9,0.8971999883651733,0.3618788123130798,4.114377021789551,25
2,156,13,0.9182999730110168,0.2841091454029083,6.8941755294799805,25
3,234,17,0.934599995613098,0.2195881903171539,9.19690728187561,25
4,312,20,0.9412000179290771,0.1929086297750473,11.449669122695925,25
5,390,23,0.9516000151634216,0.1623063087463379,13.769571542739868,25
6,468,25,0.9553999900817872,0.1555499583482742,16.09007239341736,25
7,546,28,0.9562000036239624,0.1436101794242859,18.428066968917847,25
8,624,31,0.960099995136261,0.128590241074562,20.766212701797485,25
9,703,34,0.9670000076293944,0.1089765876531601,23.119978666305546,25
10,781,36,0.9650999903678894,0.1104921400547027,25.40948462486267,25
1,58,58,0.7580000162124634,0.8730667233467102,2.989901304244995,26
2,116,116,0.8902999758720398,0.3906717300415039,4.728079080581665,26
3,175,175,0.9175999760627748,0.2838996052742004,6.505618095397949,26
4,233,233,0.9352999925613404,0.2262443900108337,8.241891860961914,26
5,291,291,0.9452999830245972,0.1896281242370605,9.98252296447754,26
6,350,350,0.953000009059906,0.1621757745742797,11.735603094100952,26
7,408,408,0.958400011062622,0.141888678073883,13.46077823638916,26
8,466,466,0.962000012397766,0.1262085884809494,15.195987939834597,26
9,525,525,0.966099977493286,0.1128701269626617,16.969969987869263,26
10,583,583,0.968500018119812,0.1034614518284797,18.721927165985107,26
1,78,78,0.8503999710083008,0.5383113026618958,3.531198263168335,27
2,156,156,0.9125999808311462,0.3018112778663635,5.799169301986694,27
3,234,234,0.9355000257492064,0.219876080751419,8.085021018981934,27
4,312,312,0.9492999911308287,0.1723617613315582,10.335086107254028,27
5,390,390,0.958299994468689,0.1430603265762329,12.57739233970642,27
6,468,468,0.9631999731063844,0.1248969584703445,14.796483039855955,27
7,546,546,0.9671000242233276,0.1096609756350517,17.022200345993042,27
8,624,624,0.9715999960899352,0.0964811369776725,19.267729997634888,27
9,703,703,0.9733999967575072,0.08888790756464,21.539650440216064,27
10,781,781,0.9757999777793884,0.0800033956766128,23.764159202575684,27
1,58,7,0.879800021648407,0.4205892086029053,3.718121290206909,28
2,116,11,0.9024999737739564,0.3323726952075958,6.006351947784424,28
3,175,14,0.92330002784729,0.2668337523937225,7.811640739440918,28
4,233,17,0.9316999912261964,0.2275429666042328,9.6014666557312,28
5,291,19,0.9387999773025512,0.2042658627033233,11.38737440109253,28
6,350,22,0.9490000009536744,0.1743663251399994,13.230573892593384,28
7,408,24,0.9490000009536744,0.1729994863271713,14.99307894706726,28
8,466,27,0.9563000202178956,0.1468066126108169,16.754823923110962,28
9,525,29,0.9598000049591064,0.1379958689212799,18.561012744903564,28
10,583,31,0.9595999717712402,0.1272853463888168,20.32101058959961,28
1,78,9,0.8996999859809875,0.3608644306659698,4.228837966918945,29
2,156,13,0.9223999977111816,0.2700060606002807,7.03172779083252,29
3,234,16,0.9319999814033508,0.2293430119752884,9.351281881332396,29
4,312,19,0.9387999773025512,0.1988245546817779,11.625168561935425,29
5,390,22,0.9490000009536744,0.1654671728610992,13.932612419128418,29
6,468,24,0.953000009059906,0.1595338284969329,16.203903198242188,29
7,546,27,0.9599000215530396,0.1361055374145507,18.525232791900635,29
8,624,30,0.96670001745224,0.1153616234660148,20.7925832271576,29
9,703,32,0.9670000076293944,0.1106795668601989,23.126988172531128,29
10,781,35,0.9729999899864196,0.0920641273260116,25.416818857193,29
1,117,117,0.9021000266075134,0.3488631844520569,4.552736043930054,30
2,234,234,0.9325000047683716,0.2287551760673523,7.9920642375946045,30
3,351,351,0.9508000016212464,0.1680028736591339,11.433696031570436,30
4,468,468,0.9592000246047974,0.1334495544433593,14.872893810272217,30
5,585,585,0.9664000272750854,0.114299789071083,18.28730821609497,30
6,702,702,0.9696000218391418,0.0961334928870201,21.68799638748169,30
7,820,820,0.9733999967575072,0.0858716145157814,25.188127517700195,30
8,937,937,0.97680002450943,0.0765390396118164,28.59752869606018,30
9,1054,1054,0.9786999821662904,0.0691185444593429,32.0572075843811,30
10,1171,1171,0.9782999753952026,0.0682162344455719,35.47573637962341,30
1,117,10,0.901199996471405,0.3365625739097595,5.233874320983887,31
2,234,16,0.9304999709129332,0.2307000905275344,9.224213123321531,31
3,351,20,0.9433000087738036,0.1894556283950805,12.738496541976929,31
4,468,24,0.9509000182151794,0.1560273021459579,16.205417156219482,31
5,585,28,0.959999978542328,0.1270531713962555,19.70499014854431,31
6,702,31,0.9666000008583068,0.1104840338230133,23.177040100097656,31
7,820,35,0.9718000292778016,0.0910966098308563,26.681316137313843,31
8,937,38,0.9729999899864196,0.0881177186965942,30.165488481521606,31
9,1054,41,0.9758999943733216,0.0809234008193016,33.63606142997742,31
10,1171,44,0.9743000268936156,0.0827228724956512,37.13705515861511,31
1,117,117,0.8981000185012817,0.3598520457744598,4.589823246002197,32
2,234,234,0.9333000183105468,0.2302621752023697,7.965637922286987,32
3,351,351,0.949400007724762,0.1739263236522674,11.381993770599363,32
4,468,468,0.958199977874756,0.1379877924919128,14.834539890289308,32
5,585,585,0.9628000259399414,0.1202480867505073,18.17366528511048,32
6,702,702,0.97079998254776,0.1009196564555168,21.60348582267761,32
7,820,820,0.9718999862670898,0.0931294858455658,25.05060338973999,32
8,937,937,0.973699986934662,0.0832098051905632,28.44166874885559,32
9,1054,1054,0.9746000170707704,0.0797851830720901,31.855796813964844,32
10,1171,1171,0.9768999814987184,0.0723657384514808,35.2938187122345,32
1,117,10,0.9004999995231628,0.330351859331131,5.429875373840332,33
2,234,15,0.9276999831199646,0.2428643107414245,9.382866144180298,33
3,351,20,0.951200008392334,0.1692459881305694,12.85790491104126,33
4,468,23,0.9516000151634216,0.15507772564888,16.332102060317993,33
5,585,27,0.960200011730194,0.1303804218769073,19.75470495223999,33
6,702,31,0.9681000113487244,0.1035273224115371,23.201168537139893,33
7,820,34,0.9660000205039978,0.1068382710218429,26.673840045928955,33
8,937,37,0.9706000089645386,0.0896240025758743,30.100834846496586,33
9,1054,40,0.9733999967575072,0.0855639576911926,33.58325934410095,33
10,1171,44,0.9764000177383424,0.0735357850790023,37.059640407562256,33
1,117,117,0.895799994468689,0.3668830990791321,4.629731416702271,34
2,234,234,0.932099997997284,0.2333561033010482,8.06069040298462,34
3,351,351,0.948099970817566,0.1732320487499237,11.46597981452942,34
4,468,468,0.9593999981880188,0.1392892003059387,14.8898344039917,34
5,585,585,0.9645000100135804,0.1160814315080642,18.30856990814209,34
6,702,702,0.967199981212616,0.1029975339770317,21.69997239112854,34
7,820,820,0.9722999930381776,0.0894462615251541,25.141061067581177,34
8,937,937,0.9728000164031982,0.0835023522377014,28.52366876602173,34
9,1054,1054,0.9750999808311462,0.0775491967797279,31.88113832473755,34
10,1171,1171,0.977999985218048,0.0705843046307563,35.2937912940979,34
1,117,10,0.8959000110626221,0.3511122465133667,5.26726770401001,35
2,234,16,0.9350000023841858,0.2240938991308212,9.262578010559082,35
3,351,20,0.9437000155448914,0.1816907227039337,12.722886323928831,35
4,468,23,0.9523000121116638,0.150926873087883,16.159375190734863,35
5,585,27,0.958899974822998,0.1343916207551956,19.599426746368408,35
6,702,31,0.9661999940872192,0.1091518402099609,23.068816423416138,35
7,820,34,0.9642000198364258,0.1116650402545929,26.513734579086304,35
8,937,37,0.9707000255584716,0.0963380709290504,29.944568634033203,35
9,1054,40,0.9728000164031982,0.0865112394094467,33.36746335029602,35
10,1171,43,0.9746999740600586,0.0827727168798446,36.88626575469971,35
1,117,117,0.8931999802589417,0.369885116815567,4.747138261795044,36
2,234,234,0.9280999898910522,0.2439050078392028,8.147458791732788,36
3,351,351,0.945900022983551,0.1817515194416046,11.568334579467772,36
4,468,468,0.958199977874756,0.1422154456377029,15.002918004989624,36
5,585,585,0.9646000266075134,0.1205287352204322,18.3898241519928,36
6,702,702,0.9688000082969666,0.1061053797602653,21.80632734298706,36
7,820,820,0.9726999998092652,0.0918958634138107,25.216140747070312,36
8,937,937,0.9740999937057496,0.082359679043293,28.617281198501587,36
9,1054,1054,0.9768999814987184,0.0760092660784721,32.00730013847351,36
10,1171,1171,0.9779000282287598,0.0717212185263633,35.486533403396606,36
1,117,10,0.9004999995231628,0.3410401344299316,5.423642635345459,37
2,234,15,0.9236999750137328,0.2575782239437103,9.414433240890505,37
3,351,20,0.9413999915122986,0.1927455216646194,12.928757667541504,37
4,468,24,0.9574999809265136,0.1411112844944,16.475489139556885,37
5,585,27,0.9559999704360962,0.1390943974256515,19.95131206512451,37
6,702,30,0.9635000228881836,0.1192026361823082,23.458364486694336,37
7,820,34,0.9703999757766724,0.0963548421859741,26.933650732040405,37
8,937,37,0.9718999862670898,0.0898872837424278,30.43857765197754,37
9,1054,40,0.973900020122528,0.087181881070137,33.96587252616882,37
10,1171,44,0.9778000116348268,0.0705186799168586,37.46181917190552,37
1,117,117,0.9023000001907348,0.355178952217102,4.649273157119751,38
2,234,234,0.932099997997284,0.2299544215202331,8.064371824264526,38
3,351,351,0.9488999843597412,0.1714962273836136,11.462602853775024,38
4,468,468,0.9595999717712402,0.1383321285247802,14.883236408233644,38
5,585,585,0.9663000106811525,0.1159289926290512,18.310523509979248,38
6,702,702,0.9693999886512756,0.1027124971151351,21.79346513748169,38
7,820,820,0.9728000164031982,0.0882236957550048,25.287126064300537,38
8,937,937,0.976199984550476,0.0795070827007293,28.687994480133057,38
9,1054,1054,0.977299988269806,0.0716868862509727,32.11575961112976,38
10,1171,1171,0.979200005531311,0.0671690851449966,35.54670834541321,38
1,117,10,0.8978999853134155,0.3511185646057129,5.410128831863403,39
2,234,14,0.9228000044822693,0.2632423937320709,9.342685222625732,39
3,351,19,0.9441999793052673,0.18975608050823212,12.807916641235352,39
4,468,22,0.9503999948501587,0.16255846619606018,16.26778769493103,39
5,585,26,0.9629999995231628,0.12434692680835724,19.74065637588501,39
6,702,29,0.965499997138977,0.117862269282341,23.19929265975952,39
7,820,32,0.9695000052452087,0.10393387079238892,26.672991514205933,39
8,937,35,0.9721999764442444,0.09302883595228195,30.13217282295227,39
9,1054,38,0.9750000238418579,0.08109592646360397,33.574100494384766,39
10,1171,40,0.9718999862670898,0.08845660090446472,37.04566264152527,39
