step,epoch,syncs,loss,time,com_time,calc_time,exper_id
1,1,0,2.3016322,2.6841092109680176,0.0,0.0,37
2,1,1,2.3021665,2.9548377990722656,0.195235013961792,0.0073130130767822266,37
3,1,1,2.3024354,3.012394666671753,0.20421290397644043,0.0075991153717041016,37
4,1,1,2.303897,3.0703577995300293,0.21516180038452148,0.007861137390136719,37
5,1,1,2.2909207,3.124847650527954,0.22305774688720703,0.008140087127685547,37
6,1,1,2.2668548,3.1811211109161377,0.23076486587524414,0.008404016494750977,37
7,1,1,2.2584934,3.235414981842041,0.2399427890777588,0.008667945861816406,37
8,1,1,2.2482035,3.2914321422576904,0.2483208179473877,0.008950948715209961,37
9,1,1,2.2481928,3.347763776779175,0.2563009262084961,0.009216785430908203,37
10,1,1,2.1002984,3.402611255645752,0.2655448913574219,0.009486675262451172,37
11,1,1,2.022576,3.4598000049591064,0.2745978832244873,0.00975179672241211,37
12,1,1,1.8244123,3.5161986351013184,0.2827010154724121,0.01001882553100586,37
13,1,1,1.7332313,3.5723934173583984,0.293964147567749,0.010286808013916016,37
14,1,2,1.5762403,3.7991085052490234,0.45828819274902344,0.010558605194091797,37
15,1,2,1.6439874,3.8569600582122803,0.46764612197875977,0.010843515396118164,37
16,1,2,1.5793077,3.91386079788208,0.4761950969696045,0.011105537414550781,37
17,1,2,1.1333061,3.9714548587799072,0.4897909164428711,0.011372566223144531,37
18,1,2,1.1253133,4.027756452560425,0.49966883659362793,0.0116424560546875,37
19,1,2,1.1615105,4.083680152893066,0.5092008113861084,0.011917591094970703,37
20,1,2,1.2098621,4.14037013053894,0.517608642578125,0.012181520462036133,37
21,1,2,1.1823413,4.196939945220947,0.5300226211547852,0.012448549270629883,37
22,1,2,1.0413513,4.251972675323486,0.5394136905670166,0.012715578079223633,37
23,1,2,0.9600769,4.309037208557129,0.5489456653594971,0.012983560562133789,37
24,1,2,0.9474053,4.366597652435303,0.5582787990570068,0.013256549835205078,37
25,1,2,0.72013813,4.422753572463989,0.566307783126831,0.013523578643798828,37
