step,epoch,syncs,loss,time,com_time,calc_time,exper_id
1,1,0,2.3019123,2.4189441204071045,0.0,0.0,169
2,1,1,2.3104317,3.1476922035217285,0.6554298400878906,0.007988929748535156,169
3,1,1,2.2937655,3.207592248916626,0.6687378883361816,0.008271932601928711,169
4,1,1,2.3033018,3.2647438049316406,0.6798427104949951,0.008545875549316406,169
5,1,1,2.2891254,3.32114315032959,0.6909835338592529,0.008810758590698242,169
6,1,1,2.2676733,3.3779962062835693,0.7007694244384766,0.009077787399291992,169
7,1,1,2.259264,3.4352200031280518,0.7095303535461426,0.009347677230834961,169
8,1,1,2.2318437,3.491647481918335,0.7183024883270264,0.009612798690795898,169
9,1,1,2.2038403,3.5487303733825684,0.729623556137085,0.009885787963867188,169
10,1,1,2.0721102,3.606865167617798,0.7413766384124756,0.010167837142944336,169
11,1,1,1.9674193,3.662733793258667,0.7508606910705566,0.01043081283569336,169
12,1,1,1.8312136,3.7203454971313477,0.7606418132781982,0.010700702667236328,169
13,1,1,1.713481,3.7781002521514893,0.7701058387756348,0.010960578918457031,169
14,1,1,1.4265625,3.8378639221191406,0.783318042755127,0.011221647262573242,169
15,1,1,1.392236,3.894754648208618,0.7933650016784668,0.01148366928100586,169
16,1,1,1.3848195,3.953073024749756,0.8072879314422607,0.011746644973754883,169
17,1,1,1.4183438,4.010122299194336,0.8196899890899658,0.012000560760498047,169
18,1,1,1.0518298,4.066884756088257,0.830435037612915,0.012257575988769531,169
19,1,1,1.0948478,4.124240875244141,0.8404541015625,0.012515783309936523,169
20,1,1,0.93673563,4.182530403137207,0.850621223449707,0.012772798538208008,169
21,1,1,0.98172873,4.23915433883667,0.859687328338623,0.013040781021118164,169
22,1,1,1.0190938,4.297895431518555,0.8734533786773682,0.013304710388183594,169
23,1,1,0.932745,4.357518196105957,0.8861474990844727,0.013567686080932617,169
24,1,1,0.735314,4.413423538208008,0.8952713012695312,0.013824701309204102,169
25,1,1,0.7011501,4.471688270568848,0.9078662395477295,0.014077901840209961,169
26,1,1,0.8051819,4.528256416320801,0.9186053276062012,0.014338970184326172,169
27,1,1,0.542341,4.585504770278931,0.9289283752441406,0.014590978622436523,169
28,1,1,0.59915125,4.643802881240845,0.9402363300323486,0.014847040176391602,169
29,1,1,0.6588496,4.702894687652588,0.9531302452087402,0.015107870101928711,169
30,2,1,0.64263535,4.757457971572876,0.9610471725463867,0.015392780303955078,169
31,2,1,0.68250096,4.816076755523682,0.9716382026672363,0.01566171646118164,169
32,2,1,0.4303337,4.873526334762573,0.9807522296905518,0.01592874526977539,169
33,2,1,0.44668233,4.9325830936431885,0.9947290420532227,0.01619267463684082,169
34,2,1,0.55341893,4.9887988567352295,1.0035970211029053,0.01645660400390625,169
35,2,1,0.42813006,5.046626091003418,1.0149178504943848,0.01672053337097168,169
36,2,1,0.3882478,5.102909088134766,1.0253486633300781,0.016980409622192383,169
37,2,1,0.24604958,5.158920526504517,1.0340945720672607,0.017246484756469727,169
38,2,1,0.39598498,5.217202663421631,1.0479896068572998,0.017511367797851562,169
39,2,1,0.23858505,5.274510145187378,1.0620336532592773,0.0177762508392334,169
40,2,1,0.60330683,5.333361387252808,1.0742676258087158,0.0180361270904541,169
41,2,2,0.12806052,6.01613974571228,1.6945526599884033,0.01829814910888672,169
42,2,2,1.3576875,6.073784828186035,1.7040586471557617,0.018569231033325195,169
43,2,2,1.0725452,6.131170272827148,1.7127885818481445,0.01884937286376953,169
44,2,2,0.7833122,6.186904668807983,1.7210125923156738,0.019124269485473633,169
45,2,2,0.6417239,6.243414878845215,1.7327606678009033,0.01938915252685547,169
46,2,2,0.6993414,6.300099611282349,1.7425546646118164,0.0196683406829834,169
47,2,2,0.49374276,6.356976747512817,1.7511467933654785,0.01994633674621582,169
48,2,2,0.56707686,6.41501259803772,1.764399766921997,0.02021336555480957,169
49,2,2,0.86577684,6.471167325973511,1.7753698825836182,0.020484447479248047,169
50,2,2,0.5754009,6.529346466064453,1.786958932876587,0.02074742317199707,169
51,2,2,0.6106869,6.5859503746032715,1.7965998649597168,0.021010398864746094,169
52,2,2,0.279575,6.6436238288879395,1.8064908981323242,0.02127528190612793,169
53,2,2,0.7503021,6.698914051055908,1.815356969833374,0.021537303924560547,169
54,2,2,0.42053556,6.756128549575806,1.8289949893951416,0.021802425384521484,169
