epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,937,937,0.979099988937378,0.074134960770607,194.45931720733645,18.06714367866516,0.0,40
2,1874,1874,0.9886000156402588,0.0379583984613418,390.837030172348,35.64638161659241,0.0,40
3,2812,2812,0.993399977684021,0.0234163794666528,585.7348289489746,54.07325863838196,0.0,40
4,3749,3749,0.9919999837875366,0.0255142133682966,780.1064548492432,72.09665703773499,0.0,40
5,4686,4686,0.9921000003814696,0.0316489450633525,973.0966372489928,89.31287384033203,0.0,40
6,5624,5624,0.9879999756813048,0.0418940708041191,1166.867741107941,107.4048080444336,0.0,40
7,6561,6561,0.9921000003814696,0.0322089940309524,1360.3347508907318,125.11616468429564,0.0,40
8,7498,7498,0.9930999875068665,0.0311171635985374,1554.077740192413,142.7556116580963,0.0,40
9,8436,8436,0.9923999905586244,0.0314403548836708,1747.9336879253387,160.35730409622192,0.0,40
10,9373,9373,0.994599997997284,0.0235040094703435,1941.231517791748,177.83633255958557,0.0,40
11,10310,10310,0.9907000064849854,0.038351897150278,2134.465040445328,195.4469077587128,0.0,40
12,11248,11248,0.993499994277954,0.0286910589784383,2327.9161121845245,213.1763067245484,0.0,40
13,12185,12185,0.9943000078201294,0.0319930501282215,2521.2071318626404,231.07428860664368,0.0,40
14,13122,13122,0.995199978351593,0.0220540575683116,2714.444130897522,249.05965733528137,0.0,40
15,14060,14060,0.9957000017166138,0.0230909138917922,2907.2600557804108,267.4385471343994,0.0,40
16,14997,14997,0.9930999875068665,0.0304659083485603,3100.2559020519257,286.06463599205017,0.0,40
17,15934,15934,0.9940999746322632,0.037377405911684,3293.446182250977,304.692485332489,0.0,40
18,16872,16872,0.9943000078201294,0.04476960003376,3486.5348329544067,322.8232181072235,0.0,40
19,17809,17809,0.994700014591217,0.0305222049355506,3679.5190794467926,341.0439119338989,0.0,40
20,18746,18746,0.991599977016449,0.0631924420595169,3872.756350040436,358.9777057170868,0.0,40
21,19684,19684,0.9944000244140624,0.0344325602054595,4065.536343812944,377.209490776062,0.0,40
22,20621,20621,0.9941999912261964,0.0261453241109848,4258.542966365814,395.569949388504,0.0,40
23,21558,21558,0.9940000176429749,0.0401448868215084,4451.230686187744,413.9652740955353,0.0,40
24,22496,22496,0.9933000206947328,0.038464643061161,4643.259166240692,432.8700134754181,0.0,40
25,23433,23433,0.9940000176429749,0.0427297502756118,4835.126394271851,451.4790370464325,0.0,40
26,24370,24370,0.9936000108718872,0.0308142770081758,5027.181362628937,470.1325445175171,0.0,40
27,25308,25308,0.992799997329712,0.0434860587120056,5220.019593715668,488.1881816387177,0.0,40
28,26245,26245,0.9939000010490416,0.0341558754444122,5412.44046163559,506.3607666492462,0.0,40
29,27182,27182,0.9933000206947328,0.0525308884680271,5604.829096078873,524.4857120513916,0.0,40
30,28120,28120,0.9902999997138976,0.062786653637886,5797.727001905441,542.6402587890625,0.0,40
31,29057,29057,0.9937999844551086,0.0508584678173065,5990.518293142319,560.8835973739624,0.0,40
32,29994,29994,0.9940000176429749,0.0394979007542133,6183.27822637558,578.9433507919312,0.0,40
33,30932,30932,0.9930999875068665,0.0367680117487907,6376.025880098343,596.8630077838898,0.0,40
34,31869,31869,0.992799997329712,0.0433635935187339,6568.904040575028,615.0973417758942,0.0,40
35,32806,32806,0.9955000281333924,0.0436047725379467,6761.534321069717,633.4681062698364,0.0,40
36,33744,33744,0.9937000274658204,0.049831036478281,6954.732215881348,651.596253156662,0.0,40
37,34681,34681,0.9926999807357788,0.048583947122097,7147.152584075928,670.1074562072754,0.0,40
38,35618,35618,0.9948999881744384,0.0496148020029068,7339.9805290699005,688.4004945755005,0.0,40
39,36556,36556,0.9937000274658204,0.0776271671056747,7533.351947546005,707.2488112449646,0.0,40
40,37493,37493,0.9922000169754028,0.0462596379220485,7726.109632968903,725.7065804004669,0.0,40
41,38430,38430,0.9940999746322632,0.0576148554682731,7918.885016918182,744.0431170463562,0.0,40
42,39368,39368,0.9937999844551086,0.0332136377692222,8112.359774589539,762.1206867694855,0.0,40
43,40305,40305,0.9926999807357788,0.0535887442529201,8305.149649381638,780.5421190261841,0.0,40
44,41242,41242,0.991699993610382,0.0705853477120399,8497.99590086937,799.1414668560028,0.0,40
45,42180,42180,0.9937000274658204,0.0534238331019878,8690.946810722351,817.4401264190674,0.0,40
46,43117,43117,0.9940000176429749,0.0492841675877571,8883.594503879547,835.7482578754425,0.0,40
47,44054,44054,0.9925000071525574,0.065465047955513,9076.051604747772,854.0387191772461,0.0,40
48,44992,44992,0.9939000010490416,0.0728642791509628,9268.189632415771,871.8048255443573,0.0,40
49,45929,45929,0.9932000041007996,0.0668316110968589,9459.7537047863,888.7139761447906,0.0,40
50,46866,46866,0.9933000206947328,0.0560456104576587,9651.079397439957,905.4983570575714,0.0,40
51,47804,47804,0.9941999912261964,0.0539276599884033,9842.710049629211,922.6264419555664,0.0,40
52,48741,48741,0.9922000169754028,0.075610265135765,10033.780022859572,939.4685852527618,0.0,40
53,49678,49678,0.9933000206947328,0.0813899487257003,10225.014602184296,956.3399119377136,0.0,40
54,50616,50616,0.9925000071525574,0.0947485864162445,10416.14284491539,972.785320520401,0.0,40
55,51553,51553,0.992799997329712,0.061022151261568,10606.942889213562,989.0426557064056,0.0,40
56,52490,52490,0.9941999912261964,0.0394183434545993,10798.00267457962,1005.7831060886384,0.0,40
57,53428,53428,0.9930999875068665,0.0668873116374015,10989.93176794052,1023.0980668067932,0.0,40
