0,1
10,8
20,12
30,15
40,18
50,20
60,23
70,25
80,28
90,30
100,33
110,35
120,38
130,40
140,42
150,45
160,47
170,50
180,52
190,55
200,57
210,60
220,62
230,65
240,67
250,69
260,71
270,73
280,75
290,78
300,80
310,83
320,85
330,87
340,89
350,92
360,94
370,96
380,99
390,101
400,103
410,106
420,108
430,110
440,112
450,114
460,117
470,119
480,121
490,123
500,125
510,128
520,130
530,133
540,135
550,137
560,139
570,141
580,143
590,145
600,148
610,150
620,152
630,154
640,156
650,158
660,160
670,163
680,165
690,167
700,170
710,172
720,174
730,177
740,179
750,182
760,184
770,187
780,189
790,191
800,193
810,196
820,198
830,200
840,202
850,205
860,207
870,209
880,212
890,214
900,216
910,219
920,221
930,223
940,225
950,228
960,230
970,232
980,234
990,237
1000,239
1010,241
1020,243
1030,245
1040,247
1050,249
1060,252
1070,254
1080,256
1090,258
1100,261
1110,263
1120,265
1130,267
1140,269
1150,271
1160,274
1170,276
1180,278
1190,280
1200,283
1210,285
1220,287
1230,289
1240,291
1250,294
1260,296
1270,298
1280,301
1290,303
1300,305
1310,308
1320,310
1330,312
1340,314
1350,317
1360,319
1370,321
1380,323
1390,325
1400,327
1410,329
1420,331
1430,334
1440,336
1450,339
1460,341
1470,343
1480,345
1490,347
1500,350
1510,352
1520,355
1530,357
1540,360
1550,362
1560,364
1570,366
1580,369
1590,371
1600,374
1610,376
1620,379
1630,381
1640,383
1650,385
1660,387
1670,389
1680,392
1690,394
1700,396
1710,398
1720,400
1730,402
1740,404
1750,407
1760,409
1770,412
1780,414
1790,417
1800,419
1810,421
1820,423
1830,426
1840,428
1850,430
1860,433
1870,435
1880,437
1890,440
1900,442
1910,444
1920,447
1930,449
1940,451
1950,453
1960,455
1970,458
1980,460
1990,463
2000,465
2010,468
2020,470
2030,472
2040,475
2050,477
2060,479
2070,482
2080,484
2090,486
2100,489
2110,491
2120,493
2130,496
2140,498
2150,500
2160,502
2170,505
2180,507
2190,509
2200,512
2210,514
2220,517
2230,519
2240,521
2250,523
2260,525
2270,528
2280,530
2290,532
2300,534
2310,536
2320,538
2330,540
2340,542
2350,544
2360,547
2370,549
2380,551
2390,554
2400,556
2410,558
2420,561
2430,563
2440,566
2450,568
2460,570
2470,573
2480,575
2490,577
