epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,312,11,0.9473999738693237,0.17338725924491882,16.930084705352783,6.560189723968506,1.1532907485961914,23
2,624,16,0.9674000144004822,0.10329461842775345,30.29048180580139,13.283616781234741,2.2603323459625244,23
3,937,19,0.9739000201225281,0.08236012607812881,43.571126222610474,19.93561816215515,3.3539745807647705,23
4,1249,23,0.977400004863739,0.07060135155916214,56.71768236160278,26.55359148979187,4.446879625320435,23
5,1561,26,0.9810000061988831,0.059050053358078,69.9010181427002,33.242616176605225,5.503562927246094,23
6,1874,29,0.98089998960495,0.058027081191539764,83.04897594451904,39.89794898033142,6.575912952423096,23
7,2186,33,0.9848999977111816,0.047107141464948654,96.28198885917664,46.50246787071228,7.662047624588013,23
8,2498,36,0.9829000234603882,0.053765565156936646,109.47013068199158,53.181495666503906,8.739153861999512,23
9,2811,39,0.9858999848365784,0.04608577862381935,122.70629835128784,59.92512536048889,9.807944774627686,23
10,3123,42,0.9850999712944031,0.04740212857723236,135.90030026435852,66.62667059898376,10.872685194015503,23
