epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,117,10,0.9258999824523926,0.2603027820587158,6.280767440795898,0.1657273769378662,0.024835586547851562,26
2,234,13,0.9510999917984009,0.16601400077342987,8.417743444442749,0.3075237274169922,0.04960751533508301,26
3,351,16,0.9648000001907349,0.1237986832857132,10.508155584335327,0.44066286087036133,0.07313323020935059,26
4,468,18,0.968999981880188,0.09866398572921753,12.638854503631592,0.5804007053375244,0.09629487991333008,26
5,585,20,0.9732999801635742,0.08443489670753479,14.737764596939087,0.7089176177978516,0.12015366554260254,26
6,702,21,0.9779999852180481,0.07640823721885681,16.82428240776062,0.8270039558410645,0.14363574981689453,26
7,820,23,0.9796000123023987,0.06528293341398239,18.916096448898315,0.952223539352417,0.16764163970947266,26
8,937,24,0.9815000295639038,0.059930335730314255,20.982776403427124,1.0816528797149658,0.19080495834350586,26
9,1054,25,0.9829999804496765,0.056176118552684784,23.028488636016846,1.2019762992858887,0.21477961540222168,26
10,1171,26,0.9833999872207642,0.05475713685154915,25.083354949951172,1.3043622970581055,0.23913073539733887,26
