epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,117,9,0.9215999841690063,0.27275899052619934,8.70840859413147,1.827589750289917,0.36596059799194336,24
2,234,13,0.9480000138282776,0.17661570012569427,12.80215859413147,3.570032835006714,0.6576907634735107,24
3,351,15,0.9623000025749207,0.126094251871109,16.99630641937256,5.321235656738281,0.9850218296051025,24
4,468,17,0.9696000218391418,0.0999237671494484,21.27749466896057,7.0841522216796875,1.315795660018921,24
5,585,19,0.9746999740600586,0.07967717945575714,25.519431829452515,8.789448261260986,1.6828153133392334,24
6,702,20,0.9769999980926514,0.07018157839775085,29.87125015258789,10.558819055557251,2.0589845180511475,24
7,820,22,0.9804999828338623,0.06091088801622391,34.195685386657715,12.361631393432617,2.4058966636657715,24
8,937,23,0.9811000227928162,0.05973014980554581,38.513383626937866,14.072841167449951,2.7834079265594482,24
9,1054,24,0.9854999780654907,0.04836903512477875,42.744659423828125,15.797789096832275,3.1299102306365967,24
10,1171,25,0.9842000007629395,0.05079663172364235,46.943864822387695,17.551092624664307,3.473914861679077,24
