epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,937,937,0.9873999953269958,0.0431654937565326,121.12995624542236,16.170517921447754,0.0,0
2,1874,1874,0.9883999824523926,0.0381880402565002,240.9696536064148,32.13944625854492,0.0,0
3,2812,2812,0.9926999807357788,0.0211063120514154,360.8232924938202,48.63657641410828,0.0,0
4,3749,3749,0.989199995994568,0.0398558042943477,480.52340269088745,64.50774621963501,0.0,0
5,4686,4686,0.9907000064849854,0.0347992442548275,600.9682240486145,81.8718159198761,0.0,0
6,5624,5624,0.993399977684021,0.0291224308311939,721.7810580730438,98.28623151779176,0.0,0
7,6561,6561,0.995299994945526,0.0220276229083538,841.8796343803406,113.33777499198914,0.0,0
8,7498,7498,0.9941999912261964,0.0252015758305788,961.7870082855223,129.25569224357605,0.0,0
9,8436,8436,0.9950000047683716,0.0193014647811651,1081.085649728775,145.66943168640137,0.0,0
10,9373,9373,0.9922999739646912,0.0391455702483654,1200.2494945526123,161.89351439476013,0.0,0
11,10310,10310,0.9919000267982484,0.0363669693470001,1319.2481865882874,177.749116897583,0.0,0
12,11248,11248,0.9912999868392944,0.0424257852137088,1439.0100581645966,192.8218276500702,0.0,0
13,12185,12185,0.9929999709129332,0.0345214568078517,1558.0161323547363,207.968936920166,0.0,0
14,13122,13122,0.9929999709129332,0.0385821722447872,1676.6494991779327,222.93255043029785,0.0,0
15,14060,14060,0.9896000027656556,0.0694506242871284,1796.5616228580477,238.0063853263855,0.0,0
16,14997,14997,0.994700014591217,0.0279684755951166,1916.7206811904907,253.00106644630432,0.0,0
17,15934,15934,0.992900013923645,0.031154254451394,2036.864673376084,267.9213705062866,0.0,0
18,16872,16872,0.9940999746322632,0.0273382421582937,2157.059585809708,282.5830972194672,0.0,0
19,17809,17809,0.9944000244140624,0.0277682617306709,2276.8852212429047,297.84927344322205,0.0,0
20,18746,18746,0.9929999709129332,0.0444215834140777,2396.19801068306,312.97541785240173,0.0,0
1,234,234,0.9818000197410583,0.0606565363705158,78.680419921875,4.302148342132568,0.0,1
2,468,468,0.989199995994568,0.0341212935745716,156.16298389434814,8.547741651535034,0.0,1
3,702,702,0.9922000169754028,0.0262324791401624,233.50312495231628,12.853269338607788,0.0,1
4,937,937,0.9904000163078308,0.031187180429697,310.89481592178345,17.14170527458191,0.0,1
5,1171,1171,0.9936000108718872,0.0254508145153522,388.2694625854492,21.7106409072876,0.0,1
6,1405,1405,0.991699993610382,0.0268235709518194,465.3579301834106,26.138363122940063,0.0,1
7,1639,1639,0.9937000274658204,0.0208018198609352,542.4920814037323,30.730682373046875,0.0,1
8,1874,1874,0.9925000071525574,0.025833623483777,620.6477720737457,35.68984270095825,0.0,1
9,2108,2108,0.9943000078201294,0.0229887999594211,698.6226003170013,40.478447914123535,0.0,1
10,2342,2342,0.9921000003814696,0.0287012327462434,776.371141910553,44.75157451629639,0.0,1
11,2577,2577,0.9941999912261964,0.0270102936774492,853.7608087062836,49.40439033508301,0.0,1
12,2811,2811,0.9937000274658204,0.0308246407657861,931.4932832717896,54.127352237701416,0.0,1
13,3045,3045,0.9940000176429749,0.0212544742971658,1009.2990322113036,58.70740532875061,0.0,1
14,3279,3279,0.9936000108718872,0.0273434426635503,1086.9744877815249,63.728291273117065,0.0,1
15,3514,3514,0.9922999739646912,0.0275799799710512,1165.1615483760834,68.36202645301819,0.0,1
16,3748,3748,0.993499994277954,0.0263471957296133,1243.2812674045565,73.38155937194824,0.0,1
17,3982,3982,0.9937000274658204,0.0255810935050249,1321.2239491939545,77.78418326377869,0.0,1
18,4216,4216,0.9930999875068665,0.0227217115461826,1398.5169973373413,82.35578060150146,0.0,1
19,4451,4451,0.9918000102043152,0.0326588079333305,1476.3185105323792,86.86922430992126,0.0,1
20,4685,4685,0.9944999814033508,0.0236016865819692,1553.9047622680664,91.23163604736328,0.0,1
1,117,117,0.9783999919891356,0.0659291967749595,71.16073107719421,2.5530502796173096,0.0,2
2,234,234,0.9872000217437744,0.0378530621528625,141.00606393814087,5.114242315292358,0.0,2
3,351,351,0.9902999997138976,0.0304943136870861,210.81901144981384,7.508540630340576,0.0,2
4,468,468,0.991599977016449,0.0285165533423423,280.46172308921814,9.861407995224,0.0,2
5,585,585,0.991599977016449,0.0265525449067354,350.0495185852051,12.629151105880736,0.0,2
6,702,702,0.9915000200271606,0.0264725778251886,419.8043310642242,15.282151460647585,0.0,2
7,820,820,0.9912999868392944,0.0277299247682094,490.0309689044952,18.057387828826904,0.0,2
8,937,937,0.991699993610382,0.0305770356208086,559.6864423751831,20.515340089797974,0.0,2
9,1054,1054,0.9932000041007996,0.021919198334217,629.3266055583954,22.930917739868164,0.0,2
10,1171,1171,0.993399977684021,0.0208246037364006,698.983882188797,25.46183037757873,0.0,2
11,1288,1288,0.9926999807357788,0.0317756347358226,768.8700366020203,28.405288457870483,0.0,2
12,1405,1405,0.9922999739646912,0.030407678335905,838.4724893569946,31.05222153663636,0.0,2
13,1523,1523,0.9919000267982484,0.0294792298227548,908.4346718788148,33.44893479347229,0.0,2
14,1640,1640,0.9937000274658204,0.0255052130669355,978.1148998737336,35.67306184768677,0.0,2
15,1757,1757,0.9940999746322632,0.0222012270241975,1047.7820856571198,38.198002099990845,0.0,2
16,1874,1874,0.993499994277954,0.0301367156207561,1117.3211188316343,40.63466739654541,0.0,2
17,1991,1991,0.9940999746322632,0.0231792014092206,1186.7705109119415,42.97479295730591,0.0,2
18,2108,2108,0.9929999709129332,0.0258682128041982,1256.4082918167114,45.11317563056946,0.0,2
