epoch,steps,syncs,accuracy,loss,time,com_time,calc_time,exper_id
1,117,117,0.9803000092506409,0.06521613150835037,61.53958702087402,48.699542760849,0.0,2
2,234,234,0.9883999824523926,0.03793130815029144,119.65285229682922,96.92504048347473,0.0,2
3,351,351,0.9918000102043152,0.025502417236566544,178.00636649131775,146.06323432922363,0.0,2
4,468,468,0.9912999868392944,0.023295417428016663,236.8295783996582,195.22770023345947,0.0,2
5,585,585,0.9919999837875366,0.024158718064427376,295.0107617378235,243.95271801948547,0.0,2
6,702,702,0.9922999739646912,0.024683794006705284,352.72250843048096,292.4768936634064,0.0,2
7,820,820,0.9927999973297119,0.02352255769073963,411.510360956192,342.31831073760986,0.0,2
8,937,937,0.991599977016449,0.028516467660665512,469.58131527900696,390.83613443374634,0.0,2
9,1054,1054,0.993399977684021,0.021536754444241524,528.1817510128021,440.32328963279724,0.0,2
10,1171,1171,0.9933000206947327,0.027313150465488434,586.3145682811737,489.4901535511017,0.0,2
