step,epoch,syncs,loss,time,com_time,calc_time,exper_id
1,1,0,2.3009155,3.8818485736846924,0.0,0.0,12
2,1,1,2.3071508,3.9812705516815186,0.06230306625366211,0.0005710124969482422,12
3,1,1,2.3070078,4.4573073387146,0.45249509811401367,0.0013079643249511719,12
4,1,1,2.3009782,4.9515392780303955,0.8443601131439209,0.002207040786743164,12
5,1,1,2.3007953,5.436821699142456,1.2609410285949707,0.0029010772705078125,12
6,1,1,2.286581,5.914405822753906,1.6505792140960693,0.0036079883575439453,12
7,1,1,2.3063815,6.410776853561401,2.056481122970581,0.004261016845703125,12
8,1,1,2.2919323,6.900988578796387,2.444810152053833,0.0049190521240234375,12
9,1,1,2.302023,7.394885301589966,2.857271194458008,0.0054531097412109375,12
10,1,1,2.3040304,7.885732412338257,3.274271249771118,0.006245136260986328,12
11,1,1,2.2910523,8.404576539993286,3.6718990802764893,0.006875276565551758,12
12,1,1,2.2913418,8.89499044418335,4.0894200801849365,0.00752711296081543,12
13,1,1,2.2847915,9.37812352180481,4.479779005050659,0.008314132690429688,12
14,1,1,2.2261367,9.869779348373413,4.8720948696136475,0.008894205093383789,12
15,1,1,2.221233,10.35358738899231,5.2742040157318115,0.009801387786865234,12
16,1,1,2.1727562,10.84214472770691,5.672100067138672,0.01093745231628418,12
17,1,1,2.3552437,11.33652663230896,6.0799400806427,0.011878490447998047,12
18,1,1,2.1515317,11.83635401725769,6.4792540073394775,0.01249551773071289,12
19,1,1,2.1756191,12.327589273452759,6.880918979644775,0.013387680053710938,12
20,1,1,2.113137,12.815865755081177,7.273627758026123,0.014324665069580078,12
21,1,1,2.0907469,13.29443621635437,7.649874687194824,0.015095710754394531,12
22,1,1,1.9858937,13.78868579864502,8.06107473373413,0.015778779983520508,12
23,1,1,1.7224216,14.284117698669434,8.448145627975464,0.016571998596191406,12
24,1,1,1.6492558,14.77682375907898,8.85502552986145,0.01721501350402832,12
25,1,1,1.5027637,15.250272750854492,9.229325532913208,0.01775193214416504,12
26,1,1,1.4723184,15.737879514694214,9.634443521499634,0.01854991912841797,12
27,1,1,1.191584,16.224753379821777,10.036771535873413,0.0191037654876709,12
28,1,1,1.385677,16.725045204162598,10.448561429977417,0.01968979835510254,12
29,1,1,1.3156385,17.196300745010376,10.81487250328064,0.019963741302490234,12
30,1,1,1.1484232,17.696045637130737,11.218420505523682,0.02066183090209961,12
31,1,1,1.08969,18.171066522598267,11.603856325149536,0.021428823471069336,12
32,1,1,1.1160507,18.649025917053223,11.982325315475464,0.02182292938232422,12
33,1,1,0.96796644,19.13268733024597,12.38028335571289,0.022325992584228516,12
34,1,1,0.9666543,19.594969511032104,12.753244400024414,0.02287888526916504,12
35,1,1,0.82523715,20.06730628013611,13.1324942111969,0.023494720458984375,12
36,1,1,0.89812857,20.558919429779053,13.535251379013062,0.024060726165771484,12
37,1,1,0.76426953,21.019426345825195,13.885330438613892,0.024348735809326172,12
38,1,1,0.6584588,21.48202681541443,14.260390520095825,0.025040626525878906,12
39,1,2,0.4713009,22.03044080734253,14.709193468093872,0.02568364143371582,12
40,1,2,1.9980946,22.498398303985596,15.065780401229858,0.02630782127380371,12
41,1,2,1.7676213,22.996150016784668,15.44974946975708,0.02664780616760254,12
42,1,2,1.5077728,23.45875859260559,15.823206424713135,0.02718067169189453,12
43,1,2,1.2941924,23.89671230316162,16.191892623901367,0.027762651443481445,12
44,1,2,0.9933122,24.382869720458984,16.60692858695984,0.028739452362060547,12
45,1,2,0.8254664,24.862305879592896,17.0060715675354,0.029844284057617188,12
46,1,2,1.213727,25.365979194641113,17.409092664718628,0.030539274215698242,12
47,1,2,0.88020843,25.854629039764404,17.80128765106201,0.03121209144592285,12
