step,epoch,syncs,loss,time,com_time,calc_time,exper_id
1,1,1,2.3053827,3.4465181827545166,0.05999612808227539,0.0,7
2,1,2,2.2948399,3.974137783050537,0.48703598976135254,0.0,7
3,1,3,2.2909184,4.48015284538269,0.9006869792938232,0.0,7
4,1,4,2.2737546,4.963862895965576,1.286078929901123,0.0,7
5,1,5,2.2807302,5.474774360656738,1.6948838233947754,0.0,7
6,1,6,2.1846108,5.953763008117676,2.0800459384918213,0.0,7
7,1,7,2.1885097,6.454987287521362,2.4680869579315186,0.0,7
8,1,8,2.0245936,6.96411657333374,2.8925650119781494,0.0,7
9,1,9,1.8163958,7.4845054149627686,3.3147270679473877,0.0,7
10,1,10,1.7914637,7.993560075759888,3.740846872329712,0.0,7
11,1,11,1.559059,8.497121095657349,4.158709764480591,0.0,7
12,1,12,1.2828302,9.008223533630371,4.589578866958618,0.0,7
13,1,13,1.2483627,9.516395807266235,4.9881908893585205,0.0,7
14,1,14,1.4891021,10.064150333404541,5.447861909866333,0.0,7
15,1,15,1.2699966,10.565159797668457,5.8643798828125,0.0,7
16,1,16,0.85669553,11.090297222137451,6.293007850646973,0.0,7
17,1,17,0.87216187,11.60139012336731,6.718733787536621,0.0,7
18,1,18,1.0189655,12.111965417861938,7.145465850830078,0.0,7
19,1,19,0.8948166,12.616190910339355,7.545384883880615,0.0,7
20,1,20,0.99325544,13.119891881942749,7.957553863525391,0.0,7
21,1,21,0.7591397,13.595717906951904,8.352914810180664,0.0,7
22,1,22,0.7607435,14.10336446762085,8.771026849746704,0.0,7
23,1,23,0.6550555,14.606700420379639,9.177721977233887,0.0,7
24,1,24,0.632286,15.111488342285156,9.576516151428223,0.0,7
25,1,25,0.725611,15.612455606460571,9.9999361038208,0.0,7
26,1,26,0.6633588,16.094654321670532,10.39988923072815,0.0,7
27,1,27,0.5492131,16.625183582305908,10.854193210601807,0.0,7
28,1,28,0.47970903,17.122896909713745,11.259538173675537,0.0,7
29,1,29,0.6976807,17.61533784866333,11.653287172317505,0.0,7
30,1,30,0.52536917,18.11172080039978,12.056432247161865,0.0,7
31,1,31,0.3640757,18.596649885177612,12.449439287185669,0.0,7
32,1,32,0.41767338,19.053032636642456,12.824963331222534,0.0,7
33,1,33,0.27299732,19.557169914245605,13.24375033378601,0.0,7
34,1,34,0.44193327,20.054336547851562,13.668262243270874,0.0,7
